[2022-08-11 12:51:17,745][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2022-08-11 12:51:17,745][numexpr.utils][INFO] - NumExpr defaulting to 8 threads.
[2022-08-11 12:58:04,723][PML][INFO] - New best accuracy! 0.3412535024065513
[2022-08-11 12:58:04,933][PML][INFO] - TRAINING EPOCH 44
[2022-08-11 12:58:11,380][PML][INFO] - Evaluating epoch 44
[2022-08-11 12:58:11,380][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:58:13,443][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:58:13,445][PML][INFO] - running k-nn with k=46
[2022-08-11 12:58:13,445][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:13,612][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:58:13,612][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:14,181][PML][INFO] - TRAINING EPOCH 45
[2022-08-11 12:58:20,627][PML][INFO] - Evaluating epoch 45
[2022-08-11 12:58:20,627][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:58:22,570][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:58:22,571][PML][INFO] - running k-nn with k=46
[2022-08-11 12:58:22,571][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:22,739][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:58:22,739][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:23,277][PML][INFO] - New best accuracy! 0.34204462748511594
[2022-08-11 12:58:23,486][PML][INFO] - TRAINING EPOCH 46
[2022-08-11 12:58:29,931][PML][INFO] - Evaluating epoch 46
[2022-08-11 12:58:29,931][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:58:31,922][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:58:31,924][PML][INFO] - running k-nn with k=46
[2022-08-11 12:58:31,924][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:32,091][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:58:32,091][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:32,634][PML][INFO] - TRAINING EPOCH 47
[2022-08-11 12:58:39,096][PML][INFO] - Evaluating epoch 47
[2022-08-11 12:58:39,097][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:58:41,099][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:58:41,101][PML][INFO] - running k-nn with k=46
[2022-08-11 12:58:41,101][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:41,267][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:58:41,268][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:41,852][PML][INFO] - New best accuracy! 0.3431277823264223
[2022-08-11 12:58:42,062][PML][INFO] - TRAINING EPOCH 48
[2022-08-11 12:58:48,491][PML][INFO] - Evaluating epoch 48
[2022-08-11 12:58:48,492][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:58:50,558][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:58:50,560][PML][INFO] - running k-nn with k=46
[2022-08-11 12:58:50,560][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:50,727][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:58:50,727][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:58:51,276][PML][INFO] - New best accuracy! 0.34806098566197935
[2022-08-11 12:58:51,488][PML][INFO] - TRAINING EPOCH 49
[2022-08-11 12:58:57,922][PML][INFO] - Evaluating epoch 49
[2022-08-11 12:58:57,923][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:58:59,938][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:58:59,940][PML][INFO] - running k-nn with k=46
[2022-08-11 12:58:59,940][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:00,107][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:00,107][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:00,680][PML][INFO] - TRAINING EPOCH 50
[2022-08-11 12:59:07,121][PML][INFO] - Evaluating epoch 50
[2022-08-11 12:59:07,122][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:59:09,011][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:59:09,012][PML][INFO] - running k-nn with k=46
[2022-08-11 12:59:09,012][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:09,179][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:09,179][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:09,720][PML][INFO] - TRAINING EPOCH 51
[2022-08-11 12:59:16,199][PML][INFO] - Evaluating epoch 51
[2022-08-11 12:59:16,200][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:59:18,165][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:59:18,166][PML][INFO] - running k-nn with k=46
[2022-08-11 12:59:18,166][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:18,334][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:18,334][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:18,921][PML][INFO] - TRAINING EPOCH 52
[2022-08-11 12:59:25,389][PML][INFO] - Evaluating epoch 52
[2022-08-11 12:59:25,389][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:59:27,375][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:59:27,377][PML][INFO] - running k-nn with k=46
[2022-08-11 12:59:27,377][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:27,545][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:27,545][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:28,092][PML][INFO] - TRAINING EPOCH 53
[2022-08-11 12:59:34,481][PML][INFO] - Evaluating epoch 53
[2022-08-11 12:59:34,481][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:59:36,365][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:59:36,367][PML][INFO] - running k-nn with k=46
[2022-08-11 12:59:36,367][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:36,535][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:36,536][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:37,081][PML][INFO] - TRAINING EPOCH 54
[2022-08-11 12:59:43,630][PML][INFO] - Evaluating epoch 54
[2022-08-11 12:59:43,631][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:59:45,639][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:59:45,640][PML][INFO] - running k-nn with k=46
[2022-08-11 12:59:45,640][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:45,807][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:45,807][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:46,351][PML][INFO] - TRAINING EPOCH 55
[2022-08-11 12:59:52,774][PML][INFO] - Evaluating epoch 55
[2022-08-11 12:59:52,774][PML][INFO] - Getting embeddings for the val split
[2022-08-11 12:59:54,771][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 12:59:54,773][PML][INFO] - running k-nn with k=46
[2022-08-11 12:59:54,773][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:54,939][PML][INFO] - running k-means clustering with k=89
[2022-08-11 12:59:54,939][PML][INFO] - embedding dimensionality is 128
[2022-08-11 12:59:55,476][PML][INFO] - TRAINING EPOCH 56
[2022-08-11 13:00:01,909][PML][INFO] - Evaluating epoch 56
[2022-08-11 13:00:01,910][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:03,928][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:03,930][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:03,930][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:04,098][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:04,098][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:04,707][PML][INFO] - TRAINING EPOCH 57
[2022-08-11 13:00:11,111][PML][INFO] - Evaluating epoch 57
[2022-08-11 13:00:11,112][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:13,121][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:13,123][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:13,123][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:13,291][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:13,291][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:13,873][PML][INFO] - New best accuracy! 0.34906472906116703
[2022-08-11 13:00:14,080][PML][INFO] - TRAINING EPOCH 58
[2022-08-11 13:00:20,492][PML][INFO] - Evaluating epoch 58
[2022-08-11 13:00:20,493][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:22,439][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:22,441][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:22,441][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:22,608][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:22,608][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:23,150][PML][INFO] - TRAINING EPOCH 59
[2022-08-11 13:00:29,558][PML][INFO] - Evaluating epoch 59
[2022-08-11 13:00:29,558][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:31,543][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:31,544][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:31,545][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:31,711][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:31,712][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:32,297][PML][INFO] - TRAINING EPOCH 60
[2022-08-11 13:00:38,751][PML][INFO] - Evaluating epoch 60
[2022-08-11 13:00:38,752][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:40,843][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:40,844][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:40,844][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:41,010][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:41,011][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:41,564][PML][INFO] - TRAINING EPOCH 61
[2022-08-11 13:00:47,967][PML][INFO] - Evaluating epoch 61
[2022-08-11 13:00:47,967][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:49,909][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:49,910][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:49,911][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:50,077][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:50,077][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:50,618][PML][INFO] - TRAINING EPOCH 62
[2022-08-11 13:00:57,145][PML][INFO] - Evaluating epoch 62
[2022-08-11 13:00:57,145][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:00:59,287][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:00:59,289][PML][INFO] - running k-nn with k=46
[2022-08-11 13:00:59,289][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:59,456][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:00:59,456][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:00:59,998][PML][INFO] - New best accuracy! 0.3538914641874873
[2022-08-11 13:01:00,207][PML][INFO] - TRAINING EPOCH 63
[2022-08-11 13:01:06,745][PML][INFO] - Evaluating epoch 63
[2022-08-11 13:01:06,746][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:01:08,717][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:01:08,719][PML][INFO] - running k-nn with k=46
[2022-08-11 13:01:08,719][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:08,885][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:01:08,886][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:09,465][PML][INFO] - New best accuracy! 0.3566556863525087
[2022-08-11 13:01:09,674][PML][INFO] - TRAINING EPOCH 64
[2022-08-11 13:01:16,077][PML][INFO] - Evaluating epoch 64
[2022-08-11 13:01:16,077][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:01:18,087][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:01:18,088][PML][INFO] - running k-nn with k=46
[2022-08-11 13:01:18,088][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:18,255][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:01:18,255][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:18,791][PML][INFO] - TRAINING EPOCH 65
[2022-08-11 13:01:25,193][PML][INFO] - Evaluating epoch 65
[2022-08-11 13:01:25,194][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:01:27,209][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:01:27,210][PML][INFO] - running k-nn with k=46
[2022-08-11 13:01:27,210][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:27,377][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:01:27,377][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:27,915][PML][INFO] - TRAINING EPOCH 66
[2022-08-11 13:01:34,409][PML][INFO] - Evaluating epoch 66
[2022-08-11 13:01:34,409][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:01:36,408][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:01:36,409][PML][INFO] - running k-nn with k=46
[2022-08-11 13:01:36,409][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:36,577][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:01:36,577][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:37,162][PML][INFO] - TRAINING EPOCH 67
[2022-08-11 13:01:43,568][PML][INFO] - Evaluating epoch 67
[2022-08-11 13:01:43,568][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:01:45,445][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:01:45,446][PML][INFO] - running k-nn with k=46
[2022-08-11 13:01:45,446][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:45,613][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:01:45,613][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:46,152][PML][INFO] - TRAINING EPOCH 68
[2022-08-11 13:01:52,535][PML][INFO] - Evaluating epoch 68
[2022-08-11 13:01:52,536][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:01:54,659][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:01:54,661][PML][INFO] - running k-nn with k=46
[2022-08-11 13:01:54,661][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:54,828][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:01:54,829][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:01:55,410][PML][INFO] - TRAINING EPOCH 69
[2022-08-11 13:02:01,793][PML][INFO] - Evaluating epoch 69
[2022-08-11 13:02:01,794][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:03,722][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:03,723][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:03,723][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:03,891][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:03,891][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:04,434][PML][INFO] - TRAINING EPOCH 70
[2022-08-11 13:02:10,825][PML][INFO] - Evaluating epoch 70
[2022-08-11 13:02:10,825][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:12,917][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:12,919][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:12,919][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:13,086][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:13,086][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:13,626][PML][INFO] - TRAINING EPOCH 71
[2022-08-11 13:02:20,035][PML][INFO] - Evaluating epoch 71
[2022-08-11 13:02:20,035][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:22,091][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:22,092][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:22,092][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:22,259][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:22,259][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:22,797][PML][INFO] - TRAINING EPOCH 72
[2022-08-11 13:02:29,352][PML][INFO] - Evaluating epoch 72
[2022-08-11 13:02:29,352][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:31,240][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:31,242][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:31,242][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:31,408][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:31,408][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:32,005][PML][INFO] - TRAINING EPOCH 73
[2022-08-11 13:02:38,423][PML][INFO] - Evaluating epoch 73
[2022-08-11 13:02:38,424][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:40,486][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:40,488][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:40,488][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:40,656][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:40,656][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:41,201][PML][INFO] - TRAINING EPOCH 74
[2022-08-11 13:02:47,817][PML][INFO] - Evaluating epoch 74
[2022-08-11 13:02:47,817][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:49,814][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:49,815][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:49,815][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:49,983][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:49,983][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:50,558][PML][INFO] - TRAINING EPOCH 75
[2022-08-11 13:02:57,039][PML][INFO] - Evaluating epoch 75
[2022-08-11 13:02:57,039][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:02:58,977][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:02:58,978][PML][INFO] - running k-nn with k=46
[2022-08-11 13:02:58,978][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:59,146][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:02:59,146][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:02:59,689][PML][INFO] - TRAINING EPOCH 76
[2022-08-11 13:03:06,142][PML][INFO] - Evaluating epoch 76
[2022-08-11 13:03:06,143][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:03:08,164][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:03:08,165][PML][INFO] - running k-nn with k=46
[2022-08-11 13:03:08,165][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:08,332][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:03:08,332][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:08,904][PML][INFO] - New best accuracy! 0.35989860330936696
[2022-08-11 13:03:09,116][PML][INFO] - TRAINING EPOCH 77
[2022-08-11 13:03:15,719][PML][INFO] - Evaluating epoch 77
[2022-08-11 13:03:15,719][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:03:17,728][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:03:17,729][PML][INFO] - running k-nn with k=46
[2022-08-11 13:03:17,729][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:17,896][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:03:17,896][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:18,478][PML][INFO] - TRAINING EPOCH 78
[2022-08-11 13:03:24,867][PML][INFO] - Evaluating epoch 78
[2022-08-11 13:03:24,868][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:03:26,799][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:03:26,800][PML][INFO] - running k-nn with k=46
[2022-08-11 13:03:26,800][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:26,967][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:03:26,967][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:27,500][PML][INFO] - TRAINING EPOCH 79
[2022-08-11 13:03:33,878][PML][INFO] - Evaluating epoch 79
[2022-08-11 13:03:33,879][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:03:35,848][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:03:35,849][PML][INFO] - running k-nn with k=46
[2022-08-11 13:03:35,849][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:36,018][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:03:36,019][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:36,557][PML][INFO] - TRAINING EPOCH 80
[2022-08-11 13:03:43,071][PML][INFO] - Evaluating epoch 80
[2022-08-11 13:03:43,072][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:03:45,030][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:03:45,031][PML][INFO] - running k-nn with k=46
[2022-08-11 13:03:45,031][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:45,198][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:03:45,198][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:45,779][PML][INFO] - TRAINING EPOCH 81
[2022-08-11 13:03:52,223][PML][INFO] - Evaluating epoch 81
[2022-08-11 13:03:52,223][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:03:54,111][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:03:54,112][PML][INFO] - running k-nn with k=46
[2022-08-11 13:03:54,112][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:54,281][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:03:54,281][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:03:54,908][PML][INFO] - New best accuracy! 0.36068453984363374
[2022-08-11 13:03:55,120][PML][INFO] - TRAINING EPOCH 82
[2022-08-11 13:04:01,735][PML][INFO] - Evaluating epoch 82
[2022-08-11 13:04:01,736][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:03,632][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:03,633][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:03,633][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:03,802][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:03,802][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:04,345][PML][INFO] - TRAINING EPOCH 83
[2022-08-11 13:04:10,758][PML][INFO] - Evaluating epoch 83
[2022-08-11 13:04:10,758][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:12,929][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:12,931][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:12,931][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:13,098][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:13,098][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:13,667][PML][INFO] - TRAINING EPOCH 84
[2022-08-11 13:04:20,090][PML][INFO] - Evaluating epoch 84
[2022-08-11 13:04:20,090][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:22,286][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:22,287][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:22,287][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:22,451][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:22,451][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:23,135][PML][INFO] - New best accuracy! 0.3662586466929397
[2022-08-11 13:04:23,342][PML][INFO] - TRAINING EPOCH 85
[2022-08-11 13:04:29,719][PML][INFO] - Evaluating epoch 85
[2022-08-11 13:04:29,719][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:31,719][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:31,720][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:31,720][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:31,888][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:31,888][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:32,429][PML][INFO] - TRAINING EPOCH 86
[2022-08-11 13:04:38,924][PML][INFO] - Evaluating epoch 86
[2022-08-11 13:04:38,925][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:40,871][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:40,873][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:40,873][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:41,040][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:41,040][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:41,630][PML][INFO] - TRAINING EPOCH 87
[2022-08-11 13:04:48,028][PML][INFO] - Evaluating epoch 87
[2022-08-11 13:04:48,029][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:49,964][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:49,965][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:49,966][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:50,132][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:50,133][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:50,718][PML][INFO] - TRAINING EPOCH 88
[2022-08-11 13:04:57,093][PML][INFO] - Evaluating epoch 88
[2022-08-11 13:04:57,093][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:04:59,082][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:04:59,083][PML][INFO] - running k-nn with k=46
[2022-08-11 13:04:59,083][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:59,250][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:04:59,250][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:04:59,828][PML][INFO] - TRAINING EPOCH 89
[2022-08-11 13:05:06,206][PML][INFO] - Evaluating epoch 89
[2022-08-11 13:05:06,207][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:05:08,195][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:05:08,196][PML][INFO] - running k-nn with k=46
